company_name	company_number	reg_address_post_town	reg_address_county	reg_address_country	reg_address_post_code	company_status	sic_code
"1 DAY DEMOLITION LTD"	10057945	LONDON	""	ENGLAND	"E18 1AN"	Active	43110
"1 DAYSBROOK ROAD FREEHOLD LIMITED"	06601998	LONDON	""	""	"SW2 3TB"	Active	98000
"1 DEAL SOLAR POWER LIMITED"	07304252	LONDON	""	""	"NW2 7UH"	Active	82990
"1 DEAL STREET LIMITED"	03789845	LONDON	""	""	"N12 0DR"	Active	98000
"1 DOWN 5 UP EXPERIENCE LIMITED"	10936928	LONDON	""	"UNITED KINGDOM"	"WC2H 9JQ"	Active	93290
"1 DUNOLLIE PLACE LIMITED"	02673746	LONDON	ENGLAND	""	"NW5 2XR"	Active	98000
"1 EARLS COURT SQUARE FREEHOLD LIMITED"	09156883	LONDON	""	ENGLAND	"W6 0RR"	Active	98000
"1 ECCLESTON SQUARE LIMITED"	03680601	LONDON	""	""	"SE12 9PP"	Active	98000
"1 ELIOT PARK MANAGEMENT COMPANY LIMITED"	05037210	LONDON	""	""	"SE3 7DW"	Active	74990
"1 ELSWORTHY TERRACE FREEHOLD LTD"	10710014	LONDON	""	ENGLAND	"NW3 3DR"	Active	82990
"1 EMPIRE KIDS LIMITED"	10442619	LONDON	""	"UNITED KINGDOM"	"E15 2SP"	Active	47650
"1 ENGLEWOOD ROAD MANAGEMENT COMPANY LIMITED"	08892307	LONDON	""	""	"SW12 9PA"	Active	68320
"1 ESSENDINE ROAD (FREEHOLD) LIMITED"	10313140	LONDON	""	"UNITED KINGDOM"	"W9 2LS"	Active	98000
"1 ESSENTIALS LTD"	09911616	LONDON	""	ENGLAND	"E1 5RD"	Active	47990
"1 ESTELLE ROAD MANAGEMENT LIMITED"	01818467	LONDON	""	""	"N12 9DA"	Active	98000
"1 ETON AVENUE MANAGEMENT LIMITED"	04627597	LONDON	""	""	"NW3 3EL"	Active	98000
"1 EXETER MANAGEMENT LIMITED"	08396141	LONDON	""	""	"NW2 4SJ"	Active	98000
"1 EYED DEER LIMITED"	08478038	LONDON	""	""	"W1B 3HH"	Active	14190
"1 FILM COLLECTIVE LIMITED"	10443420	LONDON	""	"UNITED KINGDOM"	"SW4 9HU"	Active	59112
"1 FOR ALL FOODS LIMITED"	10816798	LONDON	""	"UNITED KINGDOM"	"E1 1NU"	Active	47290
"1 FORDINGLEY ROAD RTM COMPANY LIMITED"	09398174	LONDON	""	""	"W9 3HE"	Active	68320
"1 FROGNAL (MANAGEMENT) LIMITED"	03309138	LONDON	""	""	"NW2 2ED"	Active	98000
"1 GAME AGENT LIMITED"	03891976	LONDON	""	""	"SW20 8QL"	Active	74990
"1 GLEDHOW GARDENS LIMITED"	04445195	LONDON	""	""	"W14 0QH"	Active	98000
"1 GLENDOWER PLACE RTM COMPANY LTD"	10455582	LONDON	"GREATER LONDON"	ENGLAND	"SW7 3DU"	Active	98000
"1 GLOUCESTER STREET RTM COMPANY LIMITED"	08660005	LONDON	""	""	"SW1V 2DB"	Active	98000
"1 GOULDEN ROAD MANAGEMENT COMPANY LIMITED"	04836709	LONDON	""	ENGLAND	"SW18 1JG"	Active	94990
"1 HALF LTD"	10061363	LONDON	""	ENGLAND	"N1 7GU"	Active	62020
"1 HAMPSTEAD HILL GARDENS FREEHOLD LTD."	04228104	LONDON	""	""	"NW5 2TP"	Active	98000
"1 HARECOURT ROAD ISLINGTON LIMITED"	04667839	LONDON	""	""	"WC1X 8TA"	Active	81100
"1 HDRD LIMITED"	09645810	LONDON	""	ENGLAND	"W2 4AB"	Active	68209
"1 HEATHFIELD GARDENS (FREEHOLD) LIMITED"	07792717	LONDON	""	""	"NW3 1EH"	Active	99999
"1 HEATHFIELD ROAD LIMITED"	05622919	LONDON	""	""	"EC3V 0BT"	Active	68209
"1 HEREFORD ROAD LIMITED"	08454035	LONDON	""	ENGLAND	"W2 4AB"	"Active - Proposal to Strike off"	82990
"1 HIGH STREET POOLE LIMITED"	09354386	LONDON	""	ENGLAND	"SE1 9QR"	Active	74990
"1 HOLLYBUSH TERRACE LIMITED"	08576021	LONDON	""	""	"SE19 2QA"	Active	68100
"1 HOLLYBUSH TERRACE MANAGEMENT LIMITED"	08802845	LONDON	""	""	"SE19 2QA"	Active	68320
"1 HOLMEWOOD GARDENS MANAGEMENT COMPANY LIMITED"	05415675	LONDON	""	""	"SW2 3RS"	Active	68209
"1 HOMESTEAD ROAD LIMITED"	02702795	LONDON	""	ENGLAND	"SW6 4EQ"	Active	98000
"1 HOPTON ROAD FREEHOLD LIMITED"	09493592	LONDON	""	ENGLAND	"SW16 2EG"	Active	98000
"1 HOWITT ROAD MANAGEMENT COMPANY LIMITED"	04396497	LONDON	""	""	"N12 8NP"	Active	68320
"1 I LIVE BY FAITH LIMITED"	08888440	LONDON	""	ENGLAND	"SE1 8DR"	Active	79120
"1 INMAN ROAD MANAGEMENT COMPANY LIMITED"	03201238	LONDON	""	""	"SW18 3BB"	Active	98000
"1 INSPIRATIONAL STEP LTD"	09300732	LONDON	""	ENGLAND	"EC1N 8JY"	Active	85590
"1 JACKSONS LANE MANAGEMENT CO. LIMITED"	02151200	LONDON	""	""	"N6 5SR"	Active	98000
"1 JEFFREYS ROAD FREEHOLD LIMITED"	04490995	LONDON	""	""	"SW4 6QU"	Active	55900
"1 KELROSS ROAD LIMITED"	07142017	LONDON	""	""	"N5 2QS"	Active	68209
"1 KENNINGTON PARK PLACE LIMITED"	05834221	LONDON	""	ENGLAND	"SW16 2DE"	Active	55900
"1 KENSINGTON ROAD MANAGEMENT COMPANY LIMITED"	08898128	LONDON	""	""	"WC2N 5AP"	Active	99999
"1 KENTISH TOWN LTD"	10638427	LONDON	""	"UNITED KINGDOM"	"W1U 5NP"	Active	56210
"1 KINGS AVENUE MANAGEMENT LIMITED"	05653902	LONDON	""	""	"N21 3NA"	Active	70229
"1 KINGS ROAD MEWS LTD"	06764006	LONDON	""	""	"SE22 0RR"	Active	68209
"1 KINGSCOURT ROAD LIMITED"	06859285	LONDON	""	""	"SW16 1JA"	Active	98000
"1 KINGSLAND PASSAGE LIMITED"	05262077	LONDON	""	ENGLAND	"SE1 8NW"	Active	41100
"1 LADY SOMERSET MANAGEMENT LIMITED"	08287045	LONDON	""	""	"NW5 1UR"	Active	68320
"1 LANCASTER GARDENS DEVELOPMENTS LIMITED"	09052516	LONDON	""	""	"WC1N 2EB"	Active	68100
"1 LANDCROFT ROAD LIMITED"	10850937	LONDON	""	"UNITED KINGDOM"	"EC2A 4DJ"	Active	68100
"1 LEADENHALL GP LIMITED"	10581378	LONDON	""	"UNITED KINGDOM"	"EC2M 3XD"	Active	68100
"1 LEADENHALL NOMINEE LIMITED"	10581466	LONDON	""	"UNITED KINGDOM"	"EC2M 3XD"	Active	68100
"1 LEATHWAITE ROAD LIMITED"	05186133	LONDON	""	""	"SW11 1XG"	Active	98000
"1 LECONFIELD ROAD MANAGEMENT LIMITED"	08602774	LONDON	""	""	"N22 7UL"	Active	98000
"1 LIME GROVE (SHEPHERDS BUSH) LIMITED"	03380071	LONDON	""	""	"W12 8EE"	Active	98000
"1 LINDORE ROAD MANAGEMENT COMPANY LIMITED"	04862475	LONDON	""	""	"SW11 1HJ"	Active	99999
"1 LINK ENT. LTD"	10778160	LONDON	""	"UNITED KINGDOM"	"E4 9QF"	Active	59200
"1 LOVE COMMUNITY C.I.C."	09176855	LONDON	""	""	"E14 9TP"	Active	01610
"1 LP LIMITED"	07947662	LONDON	""	"UNITED KINGDOM"	"W1T 1QL"	Active	82990
"1 LYNDHURST GARDENS LIMITED"	03786553	LONDON	""	""	"NW3 5NS"	Active	68209
"1 LYNTON ROAD LIMITED"	07857543	LONDON	""	""	"N8 8SR"	Active	55900
"1 M DETAILING LTD"	10681300	LONDON	""	ENGLAND	"N1 7GU"	Active	82990
"1 MADEIRA ROAD MANAGEMENT LIMITED"	08958990	LONDON	""	"UNITED KINGDOM"	"SW16 2DB"	Active	98000
"1 MAN 1 GUITAR PRODUCTIONS LTD"	07818597	LONDON	LONDON	""	"SE8 4QE"	Active	58190
"1 MANDALA LTD"	10289669	LONDON	""	ENGLAND	"N1 7GU"	Active	82990
"1 MANSON PLACE LIMITED"	09678970	LONDON	""	ENGLAND	"SW7 5LT"	Active	66290
"1 MAPLETON CRESCENT LIMITED"	05856012	LONDON	""	""	"EC1Y 2AB"	Active	41100
"1 MARK SQUARE TENANT LIMITED"	09696330	LONDON	""	ENGLAND	"EC4A 1BR"	Active	68209
"1 MAWSON CLOSE MANAGEMENT COMPANY LIMITED"	10328161	LONDON	""	ENGLAND	"SW19 4BJ"	Active	98000
"1 MEDICO LTD"	10480313	LONDON	""	ENGLAND	"N1 7GU"	Active	82990
"1 MEMBR GROUP LTD"	10662291	LONDON	""	ENGLAND	"SW18 2AX"	Active	82990
"1 MINUTE WALKS LTD"	10486021	LONDON	""	"UNITED KINGDOM"	"SW13 0NP"	Active	90030
"1 MM MEDIA LIMITED"	07235735	LONDON	""	ENGLAND	"W13 8RA"	Active	58130
"1 MOBILE LIMITED"	07377315	LONDON	""	"UNITED KINGDOM"	"EC1Y 2AB"	"Active - Proposal to Strike off"	62090
"1 MONTENOTTE ROAD LIMITED"	04200875	LONDON	""	""	"N8 8RL"	Active	55900
"1 MOTORING LIMITED"	10687623	LONDON	""	ENGLAND	"EC1V 9BD"	Active	45112
"1 MOULINS RTM COMPANY LIMITED"	08439210	LONDON	""	ENGLAND	"E9 7EL"	Active	98000
"1 NANCY ROAD RTM COMPANY LIMITED"	09809014	LONDON	""	""	"NW1 9QS"	Active	98000
"1 NORFOLK TERRACE (BRIGHTON) LIMITED"	06923717	LONDON	""	""	"W1W 8DH"	Active	98000
"1 NORTH POLE ROAD (MANAGEMENT) LIMITED"	06580065	LONDON	""	""	"W10 6QH"	Active	98000
"1 NORTHBROOK ROAD RTM COMPANY LIMITED"	07413739	LONDON	""	""	"SE13 5QT"	Active	98000
"1 OAK ENTERTAINMENT LIMITED"	10059241	LONDON	""	""	"E6 7LA"	Active	99999
"1 OAK ORGANISATION LIMITED"	10481054	LONDON	""	"UNITED KINGDOM"	"SE8 5DY"	Active	96090
"1 OF 1 WORLD LIMITED"	10348113	LONDON	UK	"UNITED KINGDOM"	"N1 8BW"	Active	59112
"1 PALACE COURT MANAGEMENT COMPANY LIMITED"	10861667	LONDON	""	"UNITED KINGDOM"	"SW3 3DD"	Active	96090
"1 PARADISE GARDENS LIMITED"	09990983	LONDON	""	"UNITED KINGDOM"	"EC1Y 2AB"	Active	68209
"1 PARCEL LTD"	10094925	LONDON	""	ENGLAND	"N16 5SA"	Active	53201
"1 PARK HILL CLAPHAM MANAGEMENT LIMITED"	04322013	LONDON	""	""	"SW11 6NZ"	Active	98000
"1 PARK ROAD SE25 FREEHOLD COMPANY LTD"	10608570	LONDON	""	"UNITED KINGDOM"	"SE25 6LA"	Active	68100
"1 PARKHILL LTD"	09932679	LONDON	""	ENGLAND	"NW4 4NJ"	Active	96090
"1 PEMBERTON GARDENS (MANAGEMENT) LIMITED"	01768306	LONDON	""	""	"N19 5RR"	Active	81100
"1 PERCENT WOMEN LTD."	10478860	LONDON	""	"UNITED KINGDOM"	"E1 8FA"	Active	58290
"1 PERRERS ROAD LIMITED"	07248368	LONDON	""	""	"W6 0EY"	Active	98000
"1 PETERBOROUGH VILLAS LIMITED"	03592458	LONDON	""	""	"SW5 0RA"	Active	68320
"1 PINFOLD ROAD LIMITED"	06605833	LONDON	""	""	"SW19 1EX"	Active	98000
"1 PLUS 1 EQUALS 10 LTD"	08202746	LONDON	""	ENGLAND	"EC2A 4NE"	Active	60200
"1 PLUS 2 BOOKKEEPING LIMITED"	07664823	LONDON	""	ENGLAND	"EC1V 1AW"	Active	82990
"1 PRIMROSE GARDENS RESIDENTS COMPANY LIMITED"	02675092	LONDON	""	""	"NW3 4UJ"	Active	98000
"1 QUEENSBERRY PLACE RTM COMPANY LIMITED"	10468864	LONDON	""	ENGLAND	"W4 5PY"	Active	98000
"1 RANGO SOLUTION LIMITED"	10843068	LONDON	""	ENGLAND	"WC2H 9JQ"	Active	63110
"1 RAVENNA ROAD MANAGEMENT COMPANY LTD."	09045957	LONDON	""	""	"SW15 6AW"	Active	98000
"1 RAVENSTONE ROAD LIMITED"	05304778	LONDON	""	""	"N8 0JT"	Active	68209
"1 RECREATION ROAD MANAGEMENT COMPANY LIMITED"	01927265	LONDON	""	""	"SE26 5SD"	Active	87900
"1 RED PROPERTIES LIMITED"	08517482	LONDON	""	""	"WC2H 9JQ"	Active	68100
"1 REDE PLACE LIMITED"	08467155	LONDON	""	"UNITED KINGDOM"	"EC1Y 2AB"	Active	41100
"1 RESIDENTIAL LIMITED"	08862193	LONDON	""	ENGLAND	"NW1 9NX"	Active	68310
"1 RIBBLESDALE ROAD MANAGEMENT COMPANY LIMITED"	09286684	LONDON	""	""	"SW16 6SF"	Active	68209
"1 RUTLAND GATE LIMITED"	01760643	LONDON	""	""	"W14 0QH"	Active	98000
"1 SALES LIMITED"	09121516	LONDON	""	""	"W1B 3HH"	Active	70229
"1 SAVILLE ROAD MANAGEMENT COMPANY LIMITED"	07990682	LONDON	""	""	"W4 5HQ"	Active	98000
"1 SCORPIO LTD"	10714779	LONDON	""	"UNITED KINGDOM"	"W5 1SN"	Active	96090
"1 SHALIMAR ROAD LIMITED"	07609975	LONDON	""	""	"W3 9JD"	Active	98000
"1 SK RENTALS LTD"	10868703	LONDON	""	"UNITED KINGDOM"	"EC1A 2BN"	Active	82990
"1 SOUTHCOTE ROAD MANAGEMENT COMPANY LIMITED"	10236946	LONDON	DURHAM	"UNITED KINGDOM"	"N14 7LU"	Active	81100
"1 SOUTHSIDE LIMITED"	05373570	LONDON	""	""	"N15 4DQ"	Active	98000
"1 SPRINGALL STREET RTM COMPANY LTD"	08580222	LONDON	""	""	"SE15 2TY"	Active	98000
"1 ST CHOICE HGV TRAINING LTD"	08947327	LONDON	""	ENGLAND	"NW2 4QY"	Active	52290
"1 ST GEORGES AVENUE (FREEHOLD) LTD"	09189930	LONDON	""	""	"N7 0HB"	Active	98000
"1 ST KATHARINE'S WAY TENANT LIMITED"	09881566	LONDON	""	"UNITED KINGDOM"	"EC4A 1BR"	Active	68209
"1 ST PETER'S SQUARE TENANT LIMITED"	10927439	LONDON	""	"UNITED KINGDOM"	"EC4A 1BR"	Active	68209
"1 ST. CLOUD ROAD FREEHOLD LIMITED"	10246685	LONDON	""	ENGLAND	"SE27 2PJ"	Active	98000
"1 ST. STEPHEN'S CRESCENT MANAGEMENT LIMITED"	03886013	LONDON	""	""	"W2 6LG"	Active	98000
"1 ST. STEPHENS AVENUE MANAGEMENT LIMITED"	03657503	LONDON	""	""	"W12 8JB"	Active	98000
"1 STANSFIELD ROAD SW9 9RY LTD"	08792981	LONDON	""	""	"SW9 9RY"	Active	98000
"1 STANTON ROAD LIMITED"	07203806	LONDON	""	""	"SW20 8RL"	Active	98000
"1 STERNDALE ROAD (RESIDENTS ASSOCIATION) LIMITED"	02391317	LONDON	""	""	"W14 0HT"	Active	98000
"1 STONOR ROAD WEST KENSINGTON LIMITED"	08089667	LONDON	""	""	"W14 8RZ"	Active	68209
"1 STOP 4 TYRES LIMITED"	10260970	LONDON	""	ENGLAND	"E10 6RF"	Active	99999
"1 STOP BOUTIQUE LTD"	10478331	LONDON	LONDON	"UNITED KINGDOM"	"EC1V 2NX"	Active	47710
"1 STOP EXPRESS LIMITED"	08260190	LONDON	""	""	"SW16 4AH"	Active	56103
"1 STOP HOLIDAYS LTD"	08955688	LONDON	""	ENGLAND	"WC1N 3AX"	Active	79110
"1 SUNDERLAND TERRACE LIMITED"	03240248	LONDON	""	ENGLAND	"SW1Y 5JG"	Active	68201
"1 SUNNINGHILL AVENUE LIMITED"	08471226	LONDON	""	""	"W1U 6UE"	Active	68209
"1 SUPREME CLEAN LTD"	10559037	LONDON	""	"UNITED KINGDOM"	"SE6 3RP"	Active	81210
"1 T0 WEAR LIMITED"	07019382	LONDON	""	"UNITED KINGDOM"	"N14 6NR"	Active	47910
"1 TAKE SYSTEMS LIMITED"	08252384	LONDON	""	""	"W1B 3HH"	Active	62012
"1 TALBOT ROAD FREEHOLD MANAGEMENT COMPANY LIMITED"	06953587	LONDON	""	""	"W2 5JE"	Active	98000
"1 TARGET ENFORCEMENT LTD"	10384107	LONDON	""	ENGLAND	"W1T 5DB"	Active	82990
"1 TECH LTD"	04319391	LONDON	""	ENGLAND	"EC1M 6HA"	Active	62090
"1 THE PARK (HIGHGATE) LIMITED"	03347568	LONDON	""	""	"N6 4EU"	Active	98000
"1 THEOBALD'S COURT PARTNERCO LIMITED"	06927510	LONDON	""	""	"EC2V 7QA"	Active	68100
"1 THIRLMERE ROAD LIMITED"	08215867	LONDON	""	""	"SW16 1QW"	Active	98000
"1 THORNLAW ROAD MANAGEMENT COMPANY LTD"	06633218	LONDON	""	""	"SE27 0SH"	Active	55900
"1 TIERNEY ROAD MANAGEMENT COMPANY LIMITED"	07701697	LONDON	""	""	"SW2 4QL"	Active	98000
"1 TO 3 COFFEE LTD"	10064628	LONDON	""	ENGLAND	"N1 7GU"	Active	47110
"1 TO 36 TAYLOR CLOSE LTD"	09155514	LONDON	""	""	"N17 0UB"	Active	68209
"1 TO 5 BEDFORD VILLAS LTD"	08537195	LONDON	""	ENGLAND	"SW18 3EP"	Active	68320
"1 TONSLEY ROAD MANAGEMENT LIMITED"	07691776	LONDON	""	ENGLAND	"SW19 8BX"	Active	68100
"1 TOUCH CONSULTANCY LTD"	08986042	LONDON	""	ENGLAND	"SE2 0JB"	Active	62020
"1 TOUCH IT SOLUTIONS LTD"	08332646	LONDON	""	""	"E10 7NW"	Active	62030
"1 TRAINING INTERNATIONAL LTD"	10489121	LONDON	""	ENGLAND	"E1 8ER"	Active	85320
"1 TULSE HILL LIMITED"	10556123	LONDON	""	"UNITED KINGDOM"	"SW9 8PN"	Active	98000
"1 TURVILLE STREET MANAGEMENT COMPANY LIMITED"	08770033	LONDON	""	""	"E2 7HX"	Active	98000
"1 TWO 1 DIRECT LTD"	05957451	LONDON	""	""	"SE2 0SS"	Active	82190
"1 UNIQUE PERSON LIMITED"	10590371	LONDON	""	ENGLAND	"SW8 3PD"	Active	14190
"1 UP HIRE LTD"	07863450	LONDON	""	ENGLAND	"SE26 5AP"	Active	32990
"1 UP MANAGEMENT COMPANY LIMITED"	06364147	LONDON	""	""	"NW5 1UP"	Active	68209
"1 UPPER BROOK STREET (FREEHOLD) LTD"	10721611	LONDON	""	"UNITED KINGDOM"	"W1K 6PA"	Active	68209
"1 VARDENS ROAD LIMITED"	06165869	LONDON	""	""	"SW11 1RQ"	Active	98000
"1 VERMONT ROAD (FREEHOLD) LIMITED"	05744450	LONDON	""	""	"SE22 8DS"	Active	98000
"1 VERNON YARD LIMITED"	04701083	LONDON	""	"UNITED KINGDOM"	"EC1Y 2AB"	Active	41100
"1 VILLAS LIMITED"	09147866	LONDON	""	""	"W1J 8DJ"	Active	79909
"1 WALDECK ROAD LIMITED"	06694484	LONDON	""	""	"W13 8LY"	Active	98000
"1 WELLINGTON PLACE LIMITED"	02582558	LONDON	""	""	"WC1H 9BQ"	"Active - Proposal to Strike off"	47710
"1 WENDELL RD COMPANY LTD"	08256562	LONDON	""	""	"W5 1LT"	Active	68320
"1 WEST WARWICK PLACE LIMITED"	05520790	LONDON	""	""	"SW12 8EN"	Active	98000
"1 WESTMINSTER BRIDGE PLAZA MANAGEMENT COMPANY LIMITED"	05525825	LONDON	""	ENGLAND	"SE1 7GP"	Active	55100
"1 WICKHAM ROAD LIMITED"	09052354	LONDON	""	ENGLAND	"EC1V 1AW"	Active	96090
"1 WILLINGHAM TERRACE LTD"	10181043	LONDON	""	"UNITED KINGDOM"	"E8 4DG"	Active	98000
"1 WILTON CRESCENT FREEHOLD LIMITED"	07640677	LONDON	""	""	"W8 4DB"	Active	82990
"1 WIMBLEDON PARK ROAD MANAGEMENT LIMITED"	03886183	LONDON	""	""	"SW19 4DA"	Active	98000
"1 WIN LIMITED"	05955937	LONDON	""	""	"W1H 6EF"	Active	82990
"1 WINTERSTOKE ROAD RTM COMPANY LIMITED"	09903849	LONDON	""	ENGLAND	"SE6 4UG"	Active	98000
"1 WOLSELEY ROAD LIMITED"	06791112	LONDON	""	""	"N8 8RR"	Active	96090
"1 WOOLER STREET LIMITED"	10876095	LONDON	""	"UNITED KINGDOM"	"SE11 4UR"	Active	99999
"1 WOOLSTONE RD COLLECTIVE LTD"	05957503	LONDON	""	""	"SE22 0HW"	Active	99999
"1 WORLD GLOBAL NETWORK CORPORATION LTD"	08127187	LONDON	""	""	"N14 5BP"	Active	99999
"1 WTR FREEHOLD LIMITED"	09759604	LONDON	""	ENGLAND	"W2 6NG"	"Active - Proposal to Strike off"	98000
"1 X-TREME CLEAN LIMITED"	06125473	LONDON	""	""	"E10 6EH"	Active	81299
"1, 2 AND 4 MARCUS TERRACE RESIDENTS LTD"	08152595	LONDON	""	""	"SW18 2JW"	Active	68320
"1, 3, 5 & 7 EWART ROAD RESIDENTS ASSOCIATION LIMITED"	02116161	LONDON	""	""	"SE5 9HY"	Active	98100
"1,1A,3 AND 3A CHESTNUT GROVE EALING LIMITED"	07826983	LONDON	""	""	"W5 4JT"	Active	98000
"1-04 TIDE CAPITAL LIMITED"	10909603	LONDON	""	"UNITED KINGDOM"	"N2 9EB"	Active	70229
"1-1 PROPERTY LTD"	10388299	LONDON	""	"UNITED KINGDOM"	"E17 9PX"	Active	41100
"1-10 ABINGDON MANSIONS MANAGEMENT LIMITED"	01648377	LONDON	""	ENGLAND	"W6 9EU"	Active	98000
"1-10 SUMMER'S STREET MANAGEMENT LIMITED"	03692163	LONDON	""	""	"WC1B 4HP"	Active	74990
"1-12 BRONDESBURY PARK MANSIONS RTM COMPANY LIMITED"	08924729	LONDON	"GREATER LONDON"	""	"NW6 6PD"	Active	74990
